"Jamestown Revival","jamestownrevival.com","www.facebook.com/jamestownrevival","","sonicbids.com/band/JamestownRevivalMusic","","Austin","TX",""
"Sivu","","facebook.com/sivusignals","youtube.com/user/SIVUsignals","","","Cambridge","","UK-ENGLAND"
"Tough Age","tough-age.bandcamp.com","www.facebook.com/pages/Tough-Age/490775970985380","","sonicbids.com/band/toughage","","Vancouver","BC","CANADA"
"The Saint Johns","","http://www.facebook.com/thesaintjohns","http://www.youtube.com/thesaintjohns","","","Nashville","TN",""
"Burnt Ones","","Facebook.com/burntones","http://www.youtube.com/user/BurntOnes","","","San Francisco","CA",""
"Knxwledge","","facebook.com/pages/Knxwledge/131329740261841","","","","Los Angeles","CA",""
"Battle Tapes","soundcloud.com/battletapesband","facebook.com/battletapes","youtube.com/battletapesband","sonicbids.com/band/BattleTapes","","Los Angeles","CA",""
"Natasha Kmeto","","facebook.com/natashakmeto","","","","Portland","OR",""
"Ikonika","","facebook.com/ikonikamusic","","","","London","","UK-ENGLAND"
"Tennis","","https://www.facebook.com/tennisinc","http://www.youtube.com/user/tennismusicinc","","","Denver","CO",""
"Juan Perro","lahuellasonora.com/discografia.php?a=juan-perro","es-es.facebook.com/pages/Juan-Perro/62789506577","youtube.com/juanperrovideos","sonicbids.com/band/JuanPerro","","Zaragoza","","SPAIN"
"Danny Schmidt","dannyschmidt.com","","","sonicbids.com/band/DannySchmidt","","Austin","TX",""
"Timber Timbre","","facebook.com/timbertimbre","","","","Toronto","ON","CANADA"
"Cashmere Cat","","https://www.facebook.com/cashmerecatofficial","N/A","","","Oslo","","NORWAY"
"Jacques Greene","","https://www.facebook.com/JacquesGreene","N/A","","","Montreal","QC","CANADA"
"Connan Mockasin","","","","","","Te Awanga","","NEW ZEALAND"
"Leah Mason","","facebook.com/leahmasonmusic","youtube.com/user/LeahMason0","","","London","","UK-ENGLAND"
"Obey City","","https://www.facebook.com/obeycitymusic‎","N/A","","","Brooklyn","NY",""
"Future Brown","","https://www.facebook.com/FutureBrown‎","N/A","","","New York","NY",""
"Jessy Lanza","","","","","","Hamilton","ON","CANADA"
"The Howlin' Brothers","","facebook.com/HowlinBrothers","bit.ly/15zPgsh","","","Hermitage","SD",""
"Any Kind","anykind.bandcamp.com/album/a-n-y-k-i-n-d","facebook.com/pages/Any-Kind/268930656493137","","sonicbids.com/band/AnyKind","","Chicago","IL",""
"Kris Allen","","facebook.com/krisallen","youtube.com/kris-allen","","","Conway","AR",""
"Katie Herzig","","","youtube.com/artists/katie-herzig","","","Nashville","TN",""
"Steelism","","facebook.com/steelismmusic","","","","Nashville","TN",""
"American Authors","","facebook.com/americanauthors","youtube.com/user/AmericanAuthorsVEVO?feature=watch","","","Brooklyn","NY",""
"Wild Cub","","https://www.facebook.com/wildcubmusic","http://www.youtube.com/watch?v=9Ul42kyGMns","","","Nashville","TN",""
"Parker Millsap","parkermillsap.com","facebook.com/mistermillsap?fref=ts","","sonicbids.com/band/ParkerMillsap","","Norman","OK",""
"John Fullbright","","","","","","Beardon","OK",""
"The Wagoneers","","facebook.com/pages/The-Wagoneers/178500348853570?ref=ts&fref=ts","youtube.com/watch?v=ABTbASSDgHE","","","Austin","TX",""
"The Autumn Defense","","facebook.com/TheAutumnDefense","youtube.com/theautumndefense","","","Chicago","IL",""
"Run River North","","facebook.com/runrivernorth","youtube.com/runrivernorth","","","Los Angeles","CA",""
"Marie Davidson","","facebook.com/marie.davidson.73","youtube.com/watch?v=tITUZDnjnks","","","Montreal","QC","CANADA"
"No Joy","","","","","","Montreal","AB","CANADA"
"(RAS) Riders Against the Storm","","facebook.com/rashiphop","youtube.com/jbroandtiger","","","Austin","AK",""
"Dat Boi T aka Screwed Up Essay","","Facebook.com/ItzDatBoiT","YouTube.com/ItzDatBoiT","","","Houston","TX",""
"Amy Cook","","facebook.com/amycookmusic","youtube.com/iamthebreakdancer","","","Austin","TX",""
"The Rebel","","","","","","London","","UK-ENGLAND"
"Spray Paint","","facebook.com/SprayPaintisourname","","","","Austin","TX",""
"Ghetto Ghouls","","facebook.com/GhettoGhouls","","","","Austin","TX",""
"S U R V I V E","","https://www.facebook.com/survivesurvive","","","","Austin","TX",""
"Protomartyr","","","","","","Detroit","MI",""
"Love Inks","","facebook.com/loveinks","youtube.com/user/LoveInksVids?feature=watch","","","Austin","TX",""
"KiT (Kuenta i Tambu)","aboutkit.com","facebook.com/aboutkit","youtube.com/user/videosaboutkit","sonicbids.com/band/kitmusic","","Amsterdam","","THE NETHERLANDS"
"Saor Patrol","","facebook.com/pages/Saor-Patrol/8569991613?ref=hl","","","","Edinburgh","","UK-SCOTLAND"
"Gochag Askarov Ensemble","www.qochaqesgerov.az","www.youtube.com/watch?v=yUnC4x5bkNY","vimeo.com/7145323","sonicbids.com/band/GochagAskarov3","","Baku","","AZERBAIJAN"
"Awol One","","https://www.facebook.com/awolone","https://www.youtube.com/user/awolone","","","Los Angeles","CA",""
"Eric Biddines","","facebook.com/ericbiddines","youtube.com/1984ericb1","","","west palm beach","FL",""
"Yautja","","https://www.facebook.com/YautjaTN","","","","Nashville","TN",""
"Chuck Inglish","","https://www.facebook.com/OldInglish","http://www.youtube.com/chuckisdope","","","Los Angeles","CA",""
"Goldlink","","https://www.facebook.com/GoldLinkSquaaash","","","","Virginia","VA",""
"Jeremiah Jae","","facebook.com/pages/Jeremiah-Jae/111580498919269","youtube.com/user/JEREMIAHRR?feature=watch","","","Chicago","IL",""
"Air Traffic Controller","airtrafficcontrollermusic.com","facebook.com/atcmusic","youtube.com/atcmusicvideos","sonicbids.com/band/AirTrafficController","","Boston","MA",""
"Ryan Montbleau","ryanmontbleauband.com/music","facebook.com/Montbleau","youtube.com/user/RyanMontbleau","sonicbids.com/band/TheRyanMontbleauBand","","Salem","MA",""
"Caroline Glaser","","facebook.com/pages/Caroline-Glaser-Music/444984262227236","youtube.com/user/CSG9801","","","St Louis","MO",""
"The Black Cadillacs","","https://www.facebook.com/TheBlackCadillacs‎","http://www.youtube.com/channel/UCXlXRU2VOwIaH4a_diaY4Cw","","","Knoxville","TN",""
"bEEdEEgEE","","https://www.facebook.com/beedeegeesound?ref=hl","","","","New York","NY",""
"Parade of Lights","","https://www.facebook.com/paradeoflights","http://www.youtube.com/paradeoflightsmusic","","","Los Angeles","CA",""
"traumahelikopter","","facebook.com/pages/traumahelikopter/259468734042","youtube.com/watch?v=jEYbGp75oAg","","","Groningen","","THE NETHERLANDS"
"Jaw Jam","","www.facebook.com/jawjammusic","","","","Jersey City","NJ",""
"The Abigails","","https://www.facebook.com/pages/The-ABIGAILS/234082749942966","http://www.youtube.com/user/STRANDSBEACHMUSIC","","","Los Angeles","CA",""
"Bob Schneider","","https://www.facebook.com/bobschneidermusic","www.youtube.com/user/OfficialBobSchneider‎","","","Austin","TX",""
"War Party","grooveshark.com/#!/profile/War+Party/24304991","www.facebook.com/zewarparty","youtube.com/watch?v=5KtAJRMhGoQ","sonicbids.com/band/zeWarParty","","Fort Worth","TX",""
"The Darcys","","facebook.com/itsthedarcys","","","","Toronto","ON","CANADA"
"The Pains of Being Pure at Heart","","https://www.facebook.com/ThePainsofBeingPureatHeart","http://www.youtube.com/thepainsofbeing","","","Brooklyn","NY",""
"Stop Light Observations","stoplightobservations.com","facebook.com/stoplightobservations","youtube.com/user/ObservationsMusic","sonicbids.com/band/stoplightobservations1","","Charleston ","SC",""
"Good Graeff","goodgraeff.com/music","facebook.com/goodgraeff","youtube.com/watch?v=ehRVSKqvg_g","sonicbids.com/band/GoodGraeff","","Sarasota","FL",""
"The Colourist","","facebook.com/thecolourist","youtube.com/user/TheColouristVEVO","","","Orange County","CA",""
"Alika & Nueva Alianza","alika.com.ar","facebook.com/pages/ALIKA-NUEVA-ALIANZA/35026983447","youtube.com/user/estebanlucas","sonicbids.com/band/ALIKANUEVAALIANZA","","Buenos Aires","","ARGENTINA"
"Ana Tijoux","","https://twitter.com/anatijoux","http://www.youtube.com/channel/UCkl11OmU40zlReM0nKFuikQ","","","Santiago","","CHILE"
"Tuki Carter","","facebook.com/pages/Tuki-Carter/385665391497280","","","","Los Angeles","CA",""
"Eric White","www.reverbnation.com/ericwhite81","www.facebook.com/ericwhitemws","www.youtube.com/ericwhitemws ","sonicbids.com/band/EricWhite","","Austin","TX",""
"Tee Double","","","","","","Austin","TX",""
"OTCG","","https://www.facebook.com/pages/QmaineOTCG/129015530490332?ref=hl","http://www.youtube.com/user/djt41/videos","","","Austin","TX",""
"Leezy Soprano","","facebook.com/leezys","www.youtube.com/CWilson23702","","","Seattle/Tacoma","WA",""
"Rockie C.","","facebook.com/rockielbr","youtube.com/rockielbr","","","Dallas","TX",""
"EMICIDA","","facebook.com/EmicidaOficial","youtube.com/user/emicida","","","SÃO PAULO","","BRAZIL"
"LosPetitFellas","","https://www.facebook.com/LosPetitFellas","http://www.youtube.com/fellagrama","","","Bogota","","COLOMBIA"
"Vancouver Sleep Clinic","","","","","","Brisbane","NSW","AUSTRALIA"
"SKATERS","","facebook.com/skatersnyc","youtube.com/skatersnyc","","","New York","NY",""
"Temples","","facebook.com/templesofficial","youtube.com/user/TemplesOfficial","","","Kettering","","UK-ENGLAND"
"Highly Suspect","","https://www.facebook.com/HighlySuspect","http://www.youtube.com/highlysuspect","","","Brooklyn","NY",""
"Tony Del FreshCo x AC Gutta","","","youtube.com/user/BlessTheFresh/videos","","","Houston","TX",""
"Sister Sparrow & The Dirty Birds","","facebook.com/sistersparrow","youtube.com/sistersparrowvideos","","","Brooklyn","NY",""
"Angelo Moore & The Brand New Step","Brandnewstep.com","","youtube.com/watch?v=D790OkrnLeA","sonicbids.com/band/AngeloMooreTheBrandNewStep2","","San Francisco","CA",""
"CUATRO PESOS DE PROPINA","","facebook.com/pages/cuatropesos-depropina-Oficial/205312617336","youtube.com/user/cuatropesosOficial","","","MONTEVIDEO","","URUGUAY"
"Kumbia Queers","","https://www.facebook.com/pages/Kumbia-Queers/16252621265","http://www.youtube.com/user/kumbiaqueers","","","Buenos Aires","","ARGENTINA"
"Gochag Askarov Ensemble","www.qochaqesgerov.az","www.youtube.com/watch?v=yUnC4x5bkNY","vimeo.com/7145323","sonicbids.com/band/GochagAskarov3","","Baku","","AZERBAIJAN"
"Porter","","facebook.com/oficialporter","youtube.com/user/tercerpiso?feature=watch","","","Guadalajara","","MEXICO"
"LosPetitFellas","","https://www.facebook.com/LosPetitFellas","http://www.youtube.com/fellagrama","","","Bogota","","COLOMBIA"
"Soledad Velez","absolutebeginners.es","facebook.com/pages/soledad-v%C3%A9lez/106915432687720","youtube.com/user/AbsoluteBeginnersVlc","sonicbids.com/band/SOLEDADVELEZ","","Valencia City","","SPAIN"
"Daniel Drexler","","es-es.facebook.com/danieldrexleroficial","youtube.com/danieldrexleroficial","","","Montevideo","","URUGUAY"
"Joel Laviolette & Rattletree","","facebook.com/rattletree","youtube.com/rattletree","","","Austin","TX",""
"Chet Faker","","www.facebook.com/Chetfaker","http://www.youtube.com/user/ChetFaker?feature=watch","","","Melbourne","NSW","AUSTRALIA"
"JAMES SUPERCAVE","","facebook.com/JamesSupercave","youtube.com/user/jAMESsUPERCAVE","","","Los Angeles","CA",""
"The Dirty River Boys","","facebook.com/thedirtyriverboys","youtube.com/user/TheDRBvideo","","","El Paso","TX",""
"Two Tons of Steel","","","","","","San Antonio","TX",""
"Jesse Dayton","","","","","","Austin","TX",""
"Shinyribs","","","","","","Austin","TX",""
"Emily King","","facebook.com/emilykingmusic?ref=hl","youtube.com/user/emilykingchannel","","","New York","NY",""
"The Wind + The Wave","","","youtube.com/user/thewindandthewave?feature=watch","","","Austin","TX",""
"My Education","","facebook.com/pages/My-Education/105586909474253","youtube.com/user/MyEducationmusic","","","Austin","TX",""
"Warm Soda","","facebook.com/warmsoda777","","","","San Francisco","CA",""
"Sun Angle","newmossrecords.com/artist/sun-angle/","facebook.com/sunangleband","youtube.com/playlist?feature=c4-feed-u&list=PLBPOM9tKRugRI5jZxSwemAzy4S5Xdk5M0","sonicbids.com/band/SunAngle","","Portland","OR",""
"The Technicolors","","www.facebook.com/thetechnicolorsmusic","www.youtube.com/thetechnicolorsband","","","Phoenix","AZ",""
"Dead Ghosts","","facebook.com/deadghosts","","","","Vancouver","BC","CANADA"
"Weaves","","facebook.com/weavesmusic","youtube.com/buzzrecordsto","","","Toronto","ON","CANADA"
"Sturgill Simpson","","facebook.com/sturgillsimpsonmusic","youtube.com/channel/UCMY-GtVQQFrk2JuPrkjC95w","","","Nashville","TN",""
"Raina Rose","","facebook.com/rainarosesings","youtube.com/rainarosie","","","Austin","TX",""
"The Black Watch","","facebook.com/theblackwatchmusic","","","","Los Angeles","CA",""
"Nakia","","facebook.com/nakia","youtube.com/nakia","","","Austin","TX",""
"The 69 Cats","","facebook.com/the69Cats","","","","Austin","TX",""
"The Griswolds","thegriswolds.com.au","facebook.com/thegriswolds","youtube.com/user/thegriswoldsVEVO","","","Sydney","NSW","AUSTRALIA"
"Michael Martin Murphey","","facebook.com/MichaelMartinMurphey?ref=br_tf","youtube.com/user/MichaelMartinMurphey","","","Amarillo","TX",""
"The Casket Girls","","facebook.com/casketgirls","","","","Savannah","GA",""
"New Madrid","","facebook.com/newmadridband","","","","Athens","GA",""
"2 Chainz","","","","","","Atlanta","GA",""
"Chill Moody","","","youtube.com/ChillMoodyVevo","","","Philadelphia","PA",""
"Overdoz","","","http://www.youtube.com/user/OverDozTV","","","Los Angeles","CA",""
"Plastician","","https://www.facebook.com/plastician","","","","Croydon","","UK-ENGLAND"
"Johnny Winter","","","","","","Beaumont","TX",""
"mothercoat","mothercoat.com/en/work/music","facebook.com/mothercoat?ref=ts","youtube.com/user/mothercoatofficial?feature=mhum","sonicbids.com/band/mothercoat","","Fukaya","","JAPAN"
"Mayu Wakisaka","mayuwakisaka.com/","facebook.com/pages/Mayu-Wakisaka-Singer-songwriter/185507334833930","youtube.com/user/mayutantanutan?feature=watch","sonicbids.com/band/MayuWakisaka","","Tokyo","","JAPAN"
"[Champagne]","champagne.vc/","facebook.com/ChampagneOfficial","youtube.com/watch?v=SBMlkYYtLls","sonicbids.com/band/Champagne5","","Tokyo","","JAPAN"
"COIN","","facebook.com/thisiscoin","","","","Nashville","TN",""
"John Fullbright","","","","","","Beardon","OK",""
"Bo Ningen","","facebook.com/pages/Bo-Ningen-official/171019199641365","","","","London","","UK-ENGLAND"
"Forest Swords","","facebook.com/forestswords","youtube.com/user/redfliess","","","Liverpool","","UK-ENGLAND"
"The Beaches","","https://www.facebook.com/thebeachesband","http://www.youtube.com/watch?v=MW3qKk5bqL8","","","Toronto","ON","CANADA"
"Horse Thief","","horsethiefokc","horsethiefokc","","","Oklahoma City","OK",""
"WatchOut!","","facebook.com/watchout.tribu?fref=ts","youtube.com/watch?v=FucuvIW01i8","","","Santiago","","CHILE"
"Parker Millsap","parkermillsap.com","facebook.com/mistermillsap?fref=ts","","sonicbids.com/band/ParkerMillsap","","Norman","OK",""
"Jessy Lanza","","","","","","Hamilton","ON","CANADA"
"A Tribe Called Red","","facebook.com/pages/A-Tribe-Called-Red/181642381882640","youtube.com/atribecalledred","","","Ottawa","ON","CANADA"
"Agnes Obel","","https://www.facebook.com/agnesobelofficial","http://www.youtube.com/agnesobel","","","Copenhagen","","DENMARK"
"Sam Smith","","facebook.com/samsmithworld","youtube.com/samsmithworld","","","London","","UK-ENGLAND"
"Magic Man","","facebook.com/MagicManMusic","youtube.com/magicmanmakesmusic","","","Boston","MA",""
"Jungle","","https://www.facebook.com/jungle4eva?directed_target_id=0","youtube.com/user/4evajungle?feature=watch","","","London","","UK-ENGLAND"
"Tensnake","","https://www.facebook.com/tensnake#!/tensnake","http://www.youtube.com/user/tensnakeofficial?feature=c4-overview","","","Hamburg","","GERMANY"
"Chlöe Howl","","facebook.com/chloehowlofficial","youtube.com/ChloeHowlVEVO","","","Maidenhead","","UK-ENGLAND"
"Mark McGuire","","facebook.com/MarkMcguireMusic","","","","Los Angeles","CA",""
"Angel Olsen","","","","","","Chicago","IL",""
"Dead Ghosts","","facebook.com/deadghosts","","","","Vancouver","BC","CANADA"
"Vintage Trouble","","facebook.com/vintagetrouble","youtube.com/vintagetrouble","","","Los Angeles","CA",""
"Mozes And The Firstborn","","facebook.com/mozesandthefirstborn","youtube.com/user/MozesATFOfficial","","","Eindhoven","","THE NETHERLANDS"
"La Luz","","facebook.com/laluzusa","youtube.com/watch?v=0SE94HWE3ks","","","Seattle","WA",""
"together PANGEA","","facebook.com/togetherpangea","","","","Los Angeles","CA",""
"Boogarins","","facebook.com/boogarinsmusic","youtube.com/channel/UCT__6F3TC58TdPexIk3eTQw","","","Goiânia","","BRAZIL"
"Kurt Vile","","facebook.com/kurtvileofphilly","","","","Philadelphia","PA",""
"Wild Throne","","facebook.com/wildthrone","youtube.com/watch?v=LaAw6sAmSvA","","","Bellingham","WA",""
"Robert Ellis","","facebook.com/robertellismusic","youtube.com/user/RobertEllisOfficial?feature=watch","","","Houston","TX",""
"Raw Geronimo","","https://www.facebook.com/RawGeronimo","http://www.youtube.com/channel/UCaQGRfzyVAjGBWyg5ifpo1Q?feature=watch","","","Los Angeles","CA",""
"Crobot","","facebook.com/Crobotband","youtube.com/user/Crobotband","","","Pottsville","PA",""
"Jonny Fritz","","http://www.facebook.com/dadcountry","http://www.youtube.com/watch?v=Y2_RIg0vZPQ","","","Nashville","TN",""
"Rosco Bandana","","https://www.facebook.com/roscobandana","http://www.youtube.com/channel/UCb7CC062fL3B-MvDx6zEB2A","","","Gulfport","MS",""
"Sergio Mendoza y La Orkesta","","facebook.com/pages/Sergio-Mendoza-Y-La-Orkesta/246863740873?ref=hl","","","","Tucson","AZ",""
"Supreme Cuts","","facebook.com/supcuts","youtube.com/user/supremecutsmusic","","","Chicago","IL",""
"Your Friend","","https://www.facebook.com/pages/Your-Friend/147598508638917","http://youtu.be/q1ABBATSEM4","","","Lawrence","KS",""
"Buck Biloxi and the Fucks","","facebook.com/buckbiloxi","youtube.com/watch?v=pn0TlCKOMCs","","","New Orleans","LA",""
"People Under The Stairs","","facebook.com/putsmusic","youtube.com/user/Piecelock70","","","Los Angeles","CA",""
"Shocked Minds","","facebook.com/shockedminds","youtube.com/results?search_query=shocked%20minds&sm=3","","","Brooklyn","NY",""
"PROTEX","","protex","","","","Belfast","","UK-N. IRELAND"
"Pack of Wolves","","https://www.facebook.com/packofwolvesband","https://www.youtube.com/user/powbetrayer","","","Austin","TX",""
"Lil Mouse","","","Youtube/Hellabandzmusicgroup","","","Chicago","IL",""
"WYNN","","","","","","New York","NY",""
"Space City Beat Battle","","spacecitybeatbattle","","","","Houston","TX",""
"S1 (Symbolyc One)","","https://www.facebook.com/pages/Symbolyc-One-S1/109143235862764","","","","Waco","TX",""
"Space City Beat Battle Team Texas","","spacecitybeatbattle","","","","Houston","TX",""
"Tyler The Creator","","","http://www.youtube.com/user/OFWGKTA","","","Boulder","CO",""
"Bad Veins","","www.facebook.com/badveins","www.youtube.com/officialbadveins","","","Cincinnati","OH",""
"The Boxing Lesson","theboxinglesson.wordpress.com","facebook.com/theboxinglesson","youtube.com/user/theboxinglesson","sonicbids.com/band/TheBoxingLesson","","Austin","TX",""
"Young Greatness","","https://www.facebook.com/pages/Young-Greatness/185838851508529","http://www.youtube.com/user/MileHighYG","","","New Orleans","LA",""
"Addison Groove","","http://facebook.com/addisongroove","","","","Bristol","","UK-ENGLAND"
"StreetRev","","","","","","Ausin","TX",""
"The Heavy Eyes","","https://www.facebook.com/TheHeavyEyes","","","","Memphis","TN",""
"Ocean of Stars","","https://www.facebook.com/crimsondevils","","","","Austin","TX",""
"The Bulemics","","https://www.facebook.com/pages/The-Bulemics/119723701394465","","","","Austin","TX",""
"Destroyer of Light","","facebook.com/destroyeroflight","","","","Austin","TX",""
"Superfoot","","facebook.com/superfootmusic","","","","San Marcos","TX",""
"Fat Pimp","","facebook.com/thefatpimp","youtube.com/fatpimptsu","","","Dallas","TX",""
"Dreezy","","dreezydreezy","sseandrea","","","Chicago","IL",""
"MC Frontalot","","facebook.com/frontalot","youtube.com/user/tubist","","","Brooklyn","NY",""
"Crimson Devils","","https://www.facebook.com/crimsondevils?sk=app_2405167945","","","","Austin","TX",""
"Sergio Mendoza y La Orkesta","","facebook.com/pages/Sergio-Mendoza-Y-La-Orkesta/246863740873?ref=hl","","","","Tucson","AZ",""
"Allen Swoope","","Facebook.com/mrswoope","","","","Akron","AK",""
"Canon","","Facebook.com/getthecanon","Www.youtube.com/user/Reflectionmusicgroup","","","Chicago","TX",""
"The Washington Projects","","facebook.com/washingtonprojects","youtube.com/washingtonprojectstv","","","San Diego","TX",""
"Blaze","","facebook.com/Blaze-Ashly Miles","Youtube.com/bnbcamp","","","Richmond","VA",""
"Eric Moore & Resonate","","facebook.com/ericmooreco","","","","Austin","TX",""
"Alejandro Escovedo","","https://www.facebook.com/alejandroescovedo?ref=hl","","","","Austin","TX",""
"Chuck Mead & His Grassy Knoll Boys","","https://www.facebook.com/pages/Chuck-Mead/136632049680211www.facebook.com/Ch","","","","Nashville","TN",""
"The Warriors Atx","","","http://youtu.be/MNhe6yIs7O8","","","Austin","TX",""
"Vegatron","www.eyeinthesky.org/vegatron/press/","www.facebook.com/vegatronrock","www.youtube.com/vegatronrock","sonicbids.com/band/Vegatron","","Austin","TX",""
"Rebel Cats","","facebook.com/rebelcatsmx","youtube.com/user/rebelcatsmx","","","Mexico City","","MEXICO"
"Frontline Movement","","Facebook.com/CoreyPaulMusic","YouTube.com/CoreyPaulMusic","","","Houston","TX",""
"Christon Gray","","Facebook.com/christongray","","","","Columbus","TX",""
"Chance the Rapper","","","","","","Chicago","IL",""
"Little Dragon","","https://www.facebook.com/littledragonpage","http://www.youtube.com/littledragonvideos","","","Gothenburg","","SWEDEN"
"The Painted Redstarts","william-music.tumblr.com/","facebook.com/WilliamHarriesGrahamMusic","","sonicbids.com/band/ThePaintedRedstarts","","Austin","TX",""
"The Farewell Drifters","","facebook.com/farewelldrifters","youtube.com/user/thefarewelldrifters?feature=watch","","","Nashville","TN",""
"Black Taxi","blacktaxi.com/","facebook.com/BLACKTAXIMUSIC","youtube.com/user/blacktaximusic","sonicbids.com/band/BlackTaximusic","","Brooklyn","NY",""
"Sannhet","","https://www.facebook.com/sannhet","https://www.youtube.com/user/sannhetknownflood","","","brooklyn","NY",""
"Saidah Baba Talibah","soundcloud.com/sbtmusic/sets/sbt-music","facebook.com/SaidahBabaTalibah","youtube.com/sbtmusic","sonicbids.com/band/SaidahBabaTalibah","","Toronto","ON","CANADA"
"Natalia Clavier","","facebook.com/NataliaClavierOfficial","youtube.com/channel/UCJhh2uvf5ncMNT3perFDGIA","","","Brooklyn","NY",""
"Mandolin Orange","","facebook.com/mandolinorange","youtube.com/user/MandolinOrangeMusic","","","Carrboro","NC",""
"GHXST","ghxstmusic.com","facebook.com/ghxstmusic","youtube.com/ghxstmusicnyc","sonicbids.com/band/ghxstmusic","","Brooklyn","NY",""
"Cocktails","fatherdaughterrecords.com/","facebook.com/cocktails.the.band","youtube.com/watch?v=mB_pIeykbQ0","sonicbids.com/band/Cocktails2","","San Francisco","CA",""
"Ivy Levan","","facebook.com/ivylevan","youtube.com/ivylevan","","","Los Angeles","CA",""
"Raz Simone","","https://www.facebook.com/razsimone","http://www.youtube.com/razpytube","","","Seattle","WA",""
"KYLE","","https://www.facebook.com/lovexkyle","http://www.youtube.com/lovekylevevo","","","Ventura","CA",""
"Frameworks","","facebook.com/frameworksband","youtube.com/frameworksband","","","Gainesville","FL",""
"Ásgeir","","www.facebook.com/asgeirmusic","http://www.youtube.com/user/asgeirtrausti","","","Reykjavik","","ICELAND"
"The Black Angels","","facebook.com/theblackangels_tx","youtube.com/theblackangelsTV","","","Austin","TX",""
"Longfellow","","http://www.facebook.com/longfellowmusic","http://www.youtube.com/longfellowtv","","","London","","UK-ENGLAND"
"WARPAINT","","https://www.facebook.com/warpaintwarpaint/info","http://youtube.com/warpaintofficial","","","Lost Angeles","CA",""
"EarthGang","","","http://www.youtube.com/channel/UCJusRtmsqq629xjPM4EskBg","","","Atlanta","GA",""
"Seahaven","","https://www.facebook.com/welcometoseahaven","","","","Torrance","CA",""
"Jetta","","https://www.facebook.com/jettaofficial","http://www.youtube.com/user/jettaofficial","","","London","","UK-ENGLAND"
"Fabrizio Cammarata","","facebook.com/fabriziocammarata","youtube.com/fabriziocammarata","","","Palermo","","ITALY"
"No Somos Marineros","","facebook.com/nosomosmarineros","youtube.com/nosomosmarineros","","","Mexico City","","MEXICO"
"Cousin Marnie","","www.facebook.com/cousinmarnie","","","","London","","UK-ENGLAND"
"Jack Wilson","","facebook.com/jackwilsonmusic","youtube.com/watch?v=exbnAs2a_z8","","","Austin","TX",""
"Omosumo","","facebook.com/omosumo","youtube.com/OMOSUMO","","","Palermo","","ITALY"
"HeeSun Lee","","www.facebook.com/heesunleemusic","","","","Staten Island","NY",""
"Dj Pdog","","www.facebook.com/djpdogg","","","","Durham","NC",""
"No Malice","","","","","","Virginia Beach","VA",""
"Vaughaligan Walwyn","","www.facebook.com/vaughaligan","","","","Houston","TX",""
"HillaryJane","","facebook.com/itsHillaryJane","","","","Houston","TX",""
"Bizzle","","Facebook.com/LavyssAkaBizzle","YouTube.com/Playbizzle21","","","Houston","TX",""
"MilkDrive","","facebook.com/milkdrive","youtube.com/milkdrive","","","Austin","TX",""
"MØ","","facebook.com/momomoyouth","http://www.youtube.com/momomoyouthvevo","","","Copenhagen","","DENMARK"
"The Bright Light Social Hour","","facebook.com/thebrightlightsocialhour","youtube.com/user/BrightLightSocialHr","","","Austin","TX",""
"PAPA","","facebook.com/papatheband","","","","Los Angeles","CA",""
"Yip Deceiver","","facebook.com/yipdeceiver","","","","Athens","GA",""
"Illya Kuryaki & The Valderramas","","facebook.com/ikvoficial","youtube.com/user/IKVVEVO","","","Buenos Aires","","ARGENTINA"
"Solidisco","","facebook.com/solidisco","","","","Buffalo","NY",""
"Pageantry","violitionist.com/2012/08/pageantry/","facebook.com/pageantryband","youtube.com/watch?v=wwm_Gb5pbns","sonicbids.com/band/Pageantry","","Denton","TX",""
"This Wild Life","","facebook.com/thiswildlife","youtube.com/user/ThisWildLife","","","Long Beach","CA",""
"Buffalo Daughter","buffalodaughter.com","facebook.com/pages/Buffalo-Daughter/193641457353149","youtube.com/buffalodaughtertokyo","sonicbids.com/band/BuffaloDaughter","","Tokyo","","JAPAN"
"Tony Molina","","https://www.facebook.com/tonymolina650","","","","San Francisco","CA",""
"Wonder Villains","soundcloud.com/#nodancing","facebook.com/wondervillains","","sonicbids.com/band/WonderVillains","","Derry","","UK-N. IRELAND"
"Alpha Consumer","alphaconsumermusic.com/","facebook.com/pages/Alpha-Consumer/285257357890","youtube.com/watch?v=uTR8OD9q6JY","sonicbids.com/band/AlphaConsumer","","Chicago","IL",""
"Jeremy Messersmith","","https://www.facebook.com/jeremymessersmithmusic","http://www.youtube.com/channel/UCz0COzwgiAh70b5xSREW1wA","","","Minneapolis","MN",""
"Temples","","facebook.com/templesofficial","youtube.com/user/TemplesOfficial","","","Kettering","","UK-ENGLAND"
"Modern Inventors","moderninventors.tumblr.com/","facebook.com/ModernInventors","","sonicbids.com/band/ModernInventors","","Philadelphia","PA",""
"Zella Day","","facebook.com/ZellaDay","youtube.com/user/zelladay?feature=watch","","","Pinetop","AZ",""
"The Felice Brothers","","https://www.facebook.com/thefelicebrothers","http://www.youtube.com/watch?v=FcVku6bFe-U","","","Palenville","NY",""
"Beech Creeps","","","","","","Queens","NY",""
"Raven Sorvino","","ravensorvino","ravensorvinomusic","","","Houston TX","CA",""
"Lil Bibby","","https://www.facebook.com/pages/Lil-Bibby/492520820811387","","","","Chicago","IL",""
